Time(s),CH0,CH1
0.0,-0.10731028865118807,2.9509387359921093
0.0001000050002500125,0.018487054428750944,2.997319001142547
0.000200010000500025,-0.08245100498505127,3.136169244150905
0.0003000150007500375,-0.14231609637230438,2.972642421592152
0.00040002000100005,-0.04091289681006623,3.017395249464407
0.0005000250012500625,0.15100112394463316,2.9778878078203137
0.000600030001500075,-0.0800302390778489,3.0223847123408776
0.0007000350017500875,0.014865367496800883,3.0186890817932057
0.0008000400020001,0.04845332893217369,2.9822887973047854
0.0009000450022501125,-0.0015910008227411829,2.959320107242185
0.001000050002500125,-0.028157235373493072,2.9444933647673452
0.0011000550027501375,2.0933020334554242e-05,3.0352179272772926
0.00120006000300015,0.016013088247938415,2.992249456282818
0.0013000650032501625,0.16882911727069083,3.0388601616197306
0.001400070003500175,0.3803282161232911,3.0448182381400217
0.0015000750037501875,0.11804571344215975,2.9622080154192822
0.0016000800040002,0.17981101339369487,2.9756598334636792
0.0017000850042502124,0.25420650053092103,2.9926322176568845
0.001800090004500225,0.27005907804102713,3.0778515729073233
0.0019000950047502374,0.017681460986334024,3.088540727838976
0.00200010000500025,0.053825312997744734,2.977990971222544
0.0021001050052502626,0.08735777655117563,3.028482198833021
0.002200110005500275,0.051306311082122524,2.9438761872548564
0.0023001150057502875,0.09111935126644309,2.982138549296067
0.0024001200060003,0.08320801070685543,3.040172536665698
0.0025001250062503125,0.1866905372526253,2.9817224022277298
0.002600130006500325,0.13975574483293088,2.973183093156943
0.0027001350067503375,0.41422646698335386,3.078520538926133
0.00280014000700035,0.16101922852601447,2.949007472118958
0.0029001450072503624,0.2346810640249131,2.9060322763107624
0.003000150007500375,0.208996939868786,3.046696272562909
0.0031001550077503874,0.02616304337353534,3.038718240940922
0.0032001600080004,0.21293177229654098,3.0371658164881667
0.0033001650082504124,0.15409319793538287,2.920075420347298
0.003400170008500425,0.057718427608227624,2.9931867750455003
0.0035001750087504373,0.07557404651787442,2.969727367299424
0.00360018000900045,0.30511268288538584,3.040159808251219
0.0037001850092504623,0.36040178865668915,2.9310724827866848
0.003800190009500475,0.3139543412463857,3.0087165293792246
0.0039001950097504873,0.10131108483381154,3.0325757343915303
0.0040002000100005,0.15500101798081145,2.983418366480306
0.004100205010250512,0.15264461539942115,2.9362646810060093
0.004200210010500525,0.41562832138427985,3.031647812236564
0.004300215010750537,0.15656137257085617,2.925656841258144
0.00440022001100055,0.30383567434282216,2.9938082151877756
0.004500225011250562,0.29285369727899985,2.9450793282999217
0.004600230011500575,0.46904331817228384,2.996338224644227
0.004700235011750587,0.14833700939831984,2.973618631362323
0.0048002400120006,0.4545030048979456,3.0239588903795225
0.004900245012250612,0.3106401579874221,2.908429271621244
0.005000250012500625,0.5908580719712884,3.0368744956102995
0.005100255012750637,0.23065763428517982,3.002986980489202
0.00520026001300065,0.6012973846731083,3.0121647456471647
0.005300265013250662,0.3060340514523733,3.083008213134184
0.005400270013500675,0.3294027182783247,2.909285954389232
0.005500275013750687,0.4477400659982822,3.0523563794411603
0.0056002800140007,0.2285090644792635,3.118124333101584
0.005700285014250712,0.4008578666164426,2.9578373669834
0.005800290014500725,0.5135468038544745,3.05202528214854
0.005900295014750737,0.3908448188603653,2.9916317899336686
0.00600030001500075,0.43410584681790154,3.071806297915019
0.006100305015250762,0.5025658894727685,3.0040799995301364
0.006200310015500775,0.36398608802113613,3.095429043575689
0.006300315015750787,0.15331199623945557,3.0242642506605835
0.0064003200160008,0.2701635680381109,2.9302434665545825
0.006500325016250813,0.5620403658572924,2.970424120600784
0.006600330016500825,0.45122611066471063,2.959978459502524
0.006700335016750838,0.5344578440169732,2.9743177231406754
0.00680034001700085,0.284385579250767,2.9347955525470533
0.006900345017250863,0.50376994567372,3.0423520788703624
0.007000350017500875,0.44124320139146744,3.027077343009351
0.007100355017750888,0.40575012052124493,2.9866648640916296
0.0072003600180009,0.408862612422626,2.9646984773896627
0.0073003650182509126,0.382620104161863,3.033158019688029
0.007400370018500925,0.4324844380954199,2.964334677647595
0.0075003750187509375,0.569222968820857,2.9702095804824946
0.00760038001900095,0.6464313447245496,2.9598373861614595
