Time(s),CH0,CH1
0.0,-0.06093529360739461,2.9285005228401455
0.0001000050002500125,0.23178513795838143,2.9981277015457475
0.000200010000500025,0.018939290684611147,2.96940661428247
0.0003000150007500375,-0.09196455193582388,3.0263867885574225
0.00040002000100005,0.0818096277176643,3.085434102272438
0.0005000250012500625,-0.11315206698398786,2.978693624477842
0.000600030001500075,0.18251816012889602,2.9563350416285914
0.0007000350017500875,0.04040642465227385,2.9978622376350126
0.0008000400020001,0.08424834248513677,3.0414303967494147
0.0009000450022501125,0.03422528486175787,3.048841079434958
0.001000050002500125,0.00890614949030992,2.969081677741733
0.0011000550027501375,0.12096536483937409,3.0541438248104664
0.00120006000300015,0.10152271483912073,3.0358913696064054
0.0013000650032501625,0.009432093387595208,2.9511477159252997
0.001400070003500175,0.04819476539817169,2.9191480884865633
0.0015000750037501875,0.05301969457401861,2.999588682271096
0.0016000800040002,0.2157459459066897,3.0390465505965736
0.0017000850042502124,0.025653059768805234,2.9636981647763663
0.001800090004500225,-0.00785806669945853,3.096115157552563
0.0019000950047502374,0.025462188483975218,2.9893061211150838
0.00200010000500025,0.02917320785352169,3.0117835557377317
0.0021001050052502626,0.011900933695580401,2.9525989062897935
0.002200110005500275,0.04159739687481645,2.932252939946452
0.0023001150057502875,0.08205508784382387,3.0315968164313944
0.0024001200060003,0.142917022628728,2.977853465427783
0.0025001250062503125,0.30213460745322324,2.9558295655281244
0.002600130006500325,0.10605649342257181,3.0353235081370955
0.0027001350067503375,0.2771315533670756,2.934314825384318
0.00280014000700035,0.2755782787774598,3.0063045060684535
0.0029001450072503624,0.16556319998615504,2.936599065779665
0.003000150007500375,0.3071900959770325,2.9190412799324523
0.0031001550077503874,0.13487389208394807,2.876974820534281
0.0032001600080004,0.22416125318276278,3.0460432926245833
0.0033001650082504124,0.2465894128891483,3.0456521937176073
0.003400170008500425,0.39608275706993634,2.956017776911131
0.0035001750087504373,0.27604740795620614,3.0076401574658047
0.00360018000900045,0.1942133118964392,2.956314327413547
0.0037001850092504623,0.4330955718718732,2.982397358828324
0.003800190009500475,0.331163735528431,3.0433902188144244
0.0039001950097504873,0.2515477203589299,2.9696594939949534
0.0040002000100005,0.3645306718015471,3.00033955417659
